/var/spool/sge/node176/job_scripts/1760505 - Theta X range: -12 to 12; Theta Y range:  -12 to 12
explicitDataBinaryFileN.bin: L:50 R:52 U:53 D:54 Z+:58 Z-:57
Thu Sep 24 13:54:02 BST 2015
Cols: weights file, axis, target angles (x/y/z), peakposn1, peakposn2, bestweight, meanpeakposn1, meanpeakposn2, eyeposAvg(SD) (x/y/z).
54,1,-8.000000/2.000000/0.000000,25,29,0.582496,23.784456,27.846557,-7.976065(0.026061)/1.881506(0.007165)/-0.078796(0.003619)
50,2,-8.000000/2.000000/0.000000,25,29,0.101865,23.784456,27.846557,-7.976065(0.026061)/1.881506(0.007165)/-0.078796(0.003619)
57,3,-8.000000/2.000000/0.000000,25,29,0.146806,23.784456,27.846557,-7.976065(0.026061)/1.881506(0.007165)/-0.078796(0.003619)
54,1,-8.000000/-1.000000/0.000000,27,29,0.590301,26.395258,27.691046,-8.008741(0.027843)/-0.922731(0.004061)/0.003796(0.001703)
52,2,-8.000000/-1.000000/0.000000,27,29,0.170966,26.395258,27.691046,-8.008741(0.027843)/-0.922731(0.004061)/0.003796(0.001703)
57,3,-8.000000/-1.000000/0.000000,27,29,0.139275,26.395258,27.691046,-8.008741(0.027843)/-0.922731(0.004061)/0.003796(0.001703)
54,1,-8.000000/7.000000/0.000000,21,32,0.598863,20.645125,30.817489,-7.888979(0.037123)/7.017696(0.036742)/0.009289(0.003039)
50,2,-8.000000/7.000000/0.000000,21,32,0.422180,20.645125,30.817489,-7.888979(0.037123)/7.017696(0.036742)/0.009289(0.003039)
57,3,-8.000000/7.000000/0.000000,21,32,0.143290,20.645125,30.817489,-7.888979(0.037123)/7.017696(0.036742)/0.009289(0.003039)
54,1,-7.000000/-9.000000/0.000000,32,34,0.590283,30.920446,32.293970,-6.952524(0.047810)/-8.920623(0.073711)/-0.049503(0.006122)
52,2,-7.000000/-9.000000/0.000000,32,34,0.783268,30.920446,32.293970,-6.952524(0.047810)/-8.920623(0.073711)/-0.049503(0.006122)
57,3,-7.000000/-9.000000/0.000000,32,34,0.128054,30.920446,32.293970,-6.952524(0.047810)/-8.920623(0.073711)/-0.049503(0.006122)
