/var/spool/sge/node172/job_scripts/1886090 - Theta X range: -22 to 22; Theta Y range:  -22 to 22
explicitDataBinaryFileN.bin: L:50 R:52 U:53 D:54 Z+:58 Z-:57
Sat Sep 26 18:05:16 BST 2015
Cols: weights file, axis, target angles (x/y/z), peakposn1, peakposn2, bestweight, meanpeakposn1, meanpeakposn2, eyeposAvg(SD) (x/y/z).
50,2,-20.000000/10.000000/0.000000,23,43,0.833334,22.263839,40.052984,-19.908525(0.242785)/9.971927(0.211466)/-0.070857(0.056105)
57,3,-20.000000/10.000000/0.000000,23,43,0.485715,22.263839,40.052984,-19.908525(0.242785)/9.971927(0.211466)/-0.070857(0.056105)
54,1,-19.000000/8.000000/0.000000,23,42,3.500321,22.892060,38.732247,-18.945200(0.031292)/8.026036(0.078637)/0.045579(0.037818)
50,2,-19.000000/8.000000/0.000000,23,42,0.591405,22.892060,38.732247,-18.945200(0.031292)/8.026036(0.078637)/0.045579(0.037818)
57,3,-19.000000/8.000000/0.000000,23,42,0.406667,22.892060,38.732247,-18.945200(0.031292)/8.026036(0.078637)/0.045579(0.037818)
54,1,-19.000000/10.000000/0.000000,23,42,3.778418,22.126486,39.730599,-19.053725(0.107492)/9.936962(0.118816)/-0.089143(0.060851)
50,2,-19.000000/10.000000/0.000000,23,42,0.791217,22.126486,39.730599,-19.053725(0.107492)/9.936962(0.118816)/-0.089143(0.060851)
57,3,-19.000000/10.000000/0.000000,23,42,0.436673,22.126486,39.730599,-19.053725(0.107492)/9.936962(0.118816)/-0.089143(0.060851)
54,1,-18.000000/-11.000000/0.000000,30,43,12.589426,28.631072,40.214095,-18.039800(0.108028)/-10.939325(0.126002)/0.032924(0.195357)
52,2,-18.000000/-11.000000/0.000000,30,43,3.401028,28.631072,40.214095,-18.039800(0.108028)/-10.939325(0.126002)/0.032924(0.195357)
57,3,-18.000000/-11.000000/0.000000,30,43,0.460218,28.631072,40.214095,-18.039800(0.108028)/-10.939325(0.126002)/0.032924(0.195357)
54,1,-19.000000/7.000000/0.000000,24,41,3.476216,23.094873,38.862083,-19.028363(0.058438)/6.992645(0.109031)/-0.071497(0.063165)
50,2,-19.000000/7.000000/0.000000,24,41,0.479719,23.094873,38.862083,-19.028363(0.058438)/6.992645(0.109031)/-0.071497(0.063165)
57,3,-19.000000/7.000000/0.000000,24,41,0.419547,23.094873,38.862083,-19.028363(0.058438)/6.992645(0.109031)/-0.071497(0.063165)
54,1,-19.000000/3.000000/0.000000,25,42,3.278150,24.283280,38.020338,-18.879863(0.092091)/3.063950(0.023325)/0.018874(0.013958)
50,2,-19.000000/3.000000/0.000000,25,42,0.098737,24.283280,38.020338,-18.879863(0.092091)/3.063950(0.023325)/0.018874(0.013958)
57,3,-19.000000/3.000000/0.000000,25,42,0.409684,24.283280,38.020338,-18.879863(0.092091)/3.063950(0.023325)/0.018874(0.013958)
54,1,-19.000000/12.000000/0.000000,22,43,5.693142,21.709406,40.425606,-19.095187(0.075104)/11.941650(0.269238)/0.057942(0.096892)
50,2,-19.000000/12.000000/0.000000,22,43,1.172307,21.709406,40.425606,-19.095187(0.075104)/11.941650(0.269238)/0.057942(0.096892)
57,3,-19.000000/12.000000/0.000000,22,43,0.494195,21.709406,40.425606,-19.095187(0.075104)/11.941650(0.269238)/0.057942(0.096892)
54,1,-18.000000/-1.000000/0.000000,27,40,3.114429,25.676107,37.235649,-17.984300(0.140080)/-1.094479(0.023883)/0.022964(0.022579)
52,2,-18.000000/-1.000000/0.000000,27,40,0.449530,25.676107,37.235649,-17.984300(0.140080)/-1.094479(0.023883)/0.022964(0.022579)
57,3,-18.000000/-1.000000/0.000000,27,40,0.379292,25.676107,37.235649,-17.984300(0.140080)/-1.094479(0.023883)/0.022964(0.022579)
